2021-04-09 10:41:19.032099 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032381 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032506 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032625 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032740 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032850 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032964 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033074 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033185 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033294 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033402 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033619 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034412 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:51.967417 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.967615 CEST | StdReturn                   357.511
2021-04-09 10:41:51.967826 CEST | MaxReturn                   999.547
2021-04-09 10:41:51.968028 CEST | MinReturn                     9.97957
2021-04-09 10:41:51.968230 CEST | Iteration                    13
2021-04-09 10:41:51.968432 CEST | AverageDiscountedReturn     376.727
2021-04-09 10:41:51.968637 CEST | AverageReturn               545.943
2021-04-09 10:41:51.968855 CEST | ExplainedVariance             0.618572
2021-04-09 10:41:51.969060 CEST | NumTrajs                      8
2021-04-09 10:41:51.969277 CEST | Entropy                       1.31489
2021-04-09 10:41:51.969475 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.969698 CEST | StdReturn                   388.007
2021-04-09 10:41:51.969948 CEST | MaxReturn                   999.714
2021-04-09 10:41:51.970124 CEST | MinReturn                     9.98077
2021-04-09 10:41:51.970328 CEST | Iteration                    13
2021-04-09 10:41:51.970514 CEST | AverageDiscountedReturn     398.9
2021-04-09 10:41:51.970704 CEST | AverageReturn               539.663
2021-04-09 10:41:51.970911 CEST | ExplainedVariance             0.280177
2021-04-09 10:41:51.971119 CEST | NumTrajs                      8
2021-04-09 10:41:51.971322 CEST | Entropy                       1.31489
2021-04-09 10:41:51.971520 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.971729 CEST | StdReturn                   262.935
2021-04-09 10:41:51.971951 CEST | MaxReturn                   999.715
2021-04-09 10:41:51.972148 CEST | MinReturn                   229.778
2021-04-09 10:41:51.972355 CEST | Iteration                    13
2021-04-09 10:41:51.972557 CEST | AverageDiscountedReturn     462.128
2021-04-09 10:41:51.972766 CEST | AverageReturn               646.782
2021-04-09 10:41:51.972958 CEST | ExplainedVariance             0.70981
2021-04-09 10:41:51.973160 CEST | NumTrajs                      7
2021-04-09 10:41:51.973355 CEST | Entropy                       1.31489
2021-04-09 10:41:51.973562 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.973753 CEST | StdReturn                   245.162
2021-04-09 10:41:51.973959 CEST | MaxReturn                   999.677
2021-04-09 10:41:51.974161 CEST | MinReturn                   259.78
2021-04-09 10:41:51.974366 CEST | Iteration                    13
2021-04-09 10:41:51.974563 CEST | AverageDiscountedReturn     393.906
2021-04-09 10:41:51.974763 CEST | AverageReturn               543.033
2021-04-09 10:41:51.974954 CEST | ExplainedVariance             0.607539
2021-04-09 10:41:51.975161 CEST | NumTrajs                      9
2021-04-09 10:41:51.975357 CEST | Entropy                       1.31489
2021-04-09 10:41:51.975566 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.975766 CEST | StdReturn                   304.894
2021-04-09 10:41:51.975964 CEST | MaxReturn                   999.767
2021-04-09 10:41:51.976155 CEST | MinReturn                   219.809
2021-04-09 10:41:51.976347 CEST | Iteration                    13
2021-04-09 10:41:51.976555 CEST | AverageDiscountedReturn     414.79
2021-04-09 10:41:51.976751 CEST | AverageReturn               576.801
2021-04-09 10:41:51.976947 CEST | ExplainedVariance             0.500694
2021-04-09 10:41:51.977143 CEST | NumTrajs                      7
2021-04-09 10:41:51.977347 CEST | Entropy                       1.31489
2021-04-09 10:41:51.977550 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.977745 CEST | StdReturn                   296.936
2021-04-09 10:41:51.977971 CEST | MaxReturn                   999.803
2021-04-09 10:41:51.978168 CEST | MinReturn                   239.771
2021-04-09 10:41:51.978385 CEST | Iteration                    13
2021-04-09 10:41:51.978572 CEST | AverageDiscountedReturn     587.854
2021-04-09 10:41:51.978776 CEST | AverageReturn               891.605
2021-04-09 10:41:51.978971 CEST | ExplainedVariance             0.802754
2021-04-09 10:41:51.979160 CEST | NumTrajs                      5
2021-04-09 10:41:51.979362 CEST | Entropy                       1.31489
2021-04-09 10:41:51.979559 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.979769 CEST | StdReturn                   136.007
2021-04-09 10:41:51.979999 CEST | MaxReturn                   999.726
2021-04-09 10:41:51.980202 CEST | MinReturn                   679.627
2021-04-09 10:41:51.980403 CEST | Iteration                    13
2021-04-09 10:41:51.980603 CEST | AverageDiscountedReturn     410.467
2021-04-09 10:41:51.980802 CEST | AverageReturn               572.496
2021-04-09 10:41:51.981019 CEST | ExplainedVariance             0.408207
2021-04-09 10:41:51.981222 CEST | NumTrajs                      7
2021-04-09 10:41:51.981439 CEST | Entropy                       1.31489
2021-04-09 10:41:51.981640 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.981902 CEST | StdReturn                   309.687
2021-04-09 10:41:51.982095 CEST | MaxReturn                   999.458
2021-04-09 10:41:51.982284 CEST | MinReturn                   239.806
2021-04-09 10:41:51.982474 CEST | Iteration                    13
2021-04-09 10:41:51.982665 CEST | AverageDiscountedReturn     500.41
2021-04-09 10:41:51.982851 CEST | AverageReturn               722.852
2021-04-09 10:41:51.983053 CEST | ExplainedVariance             0.439918
2021-04-09 10:41:51.983231 CEST | NumTrajs                      6
2021-04-09 10:41:51.983428 CEST | Entropy                       1.31489
2021-04-09 10:41:51.983612 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.983812 CEST | StdReturn                   245.622
2021-04-09 10:41:51.983997 CEST | MaxReturn                   999.507
2021-04-09 10:41:51.984193 CEST | MinReturn                   269.786
2021-04-09 10:41:51.984384 CEST | Iteration                    13
2021-04-09 10:41:51.984575 CEST | AverageDiscountedReturn     548.84
2021-04-09 10:41:51.984773 CEST | AverageReturn               817.657
2021-04-09 10:41:51.984963 CEST | ExplainedVariance             0.641262
2021-04-09 10:41:51.985157 CEST | NumTrajs                      5
2021-04-09 10:41:51.985347 CEST | Entropy                       1.31489
2021-04-09 10:41:51.985537 CEST | Perplexity                    3.72436
2021-04-09 10:41:51.985726 CEST | StdReturn                   223.096
2021-04-09 10:41:51.985943 CEST | MaxReturn                   999.747
2021-04-09 10:41:51.986126 CEST | MinReturn                   529.657
2021-04-09 10:41:51.986312 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.986503 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.986692 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.986896 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.987081 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.987272 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.987460 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.987652 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.987842 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.988035 CEST | AveragePolicyStd              0.901185
2021-04-09 10:41:51.988227 CEST | Iteration                    14
2021-04-09 10:41:51.988423 CEST | AverageDiscountedReturn     497.98
2021-04-09 10:41:51.988611 CEST | AverageReturn               733.007
2021-04-09 10:41:51.988794 CEST | ExplainedVariance             0.749243
2021-04-09 10:41:51.988987 CEST | NumTrajs                      6
2021-04-09 10:41:51.989173 CEST | Entropy                       1.31219
2021-04-09 10:41:51.989362 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.989549 CEST | StdReturn                   299.086
2021-04-09 10:41:51.989753 CEST | MaxReturn                   999.796
2021-04-09 10:41:51.990018 CEST | MinReturn                   209.778
2021-04-09 10:41:51.990223 CEST | Iteration                    14
2021-04-09 10:41:51.990404 CEST | AverageDiscountedReturn     418.883
2021-04-09 10:41:51.990595 CEST | AverageReturn               574.652
2021-04-09 10:41:51.990788 CEST | ExplainedVariance            -0.100176
2021-04-09 10:41:51.990970 CEST | NumTrajs                      8
2021-04-09 10:41:51.991159 CEST | Entropy                       1.31219
2021-04-09 10:41:51.991345 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.991532 CEST | StdReturn                   263.284
2021-04-09 10:41:51.991721 CEST | MaxReturn                   999.278
2021-04-09 10:41:51.991920 CEST | MinReturn                   229.784
2021-04-09 10:41:51.992126 CEST | Iteration                    14
2021-04-09 10:41:51.992301 CEST | AverageDiscountedReturn     541.415
2021-04-09 10:41:51.992520 CEST | AverageReturn               801.222
2021-04-09 10:41:51.992751 CEST | ExplainedVariance             0.52268
2021-04-09 10:41:51.992950 CEST | NumTrajs                      6
2021-04-09 10:41:51.993151 CEST | Entropy                       1.31219
2021-04-09 10:41:51.993339 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.993523 CEST | StdReturn                   221.541
2021-04-09 10:41:51.993734 CEST | MaxReturn                   999.707
2021-04-09 10:41:51.993972 CEST | MinReturn                   489.563
2021-04-09 10:41:51.994187 CEST | Iteration                    14
2021-04-09 10:41:51.994410 CEST | AverageDiscountedReturn     533.384
2021-04-09 10:41:51.994647 CEST | AverageReturn               772.912
2021-04-09 10:41:51.994856 CEST | ExplainedVariance             0.720712
2021-04-09 10:41:51.995039 CEST | NumTrajs                      6
2021-04-09 10:41:51.995220 CEST | Entropy                       1.31219
2021-04-09 10:41:51.995400 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.995594 CEST | StdReturn                   170.617
2021-04-09 10:41:51.995783 CEST | MaxReturn                   999.652
2021-04-09 10:41:51.995973 CEST | MinReturn                   539.561
2021-04-09 10:41:51.996150 CEST | Iteration                    14
2021-04-09 10:41:51.996331 CEST | AverageDiscountedReturn     425.255
2021-04-09 10:41:51.996513 CEST | AverageReturn               601.091
2021-04-09 10:41:51.996704 CEST | ExplainedVariance             0.217668
2021-04-09 10:41:51.996887 CEST | NumTrajs                      7
2021-04-09 10:41:51.997069 CEST | Entropy                       1.31219
2021-04-09 10:41:51.997255 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.997438 CEST | StdReturn                   315.793
2021-04-09 10:41:51.997625 CEST | MaxReturn                   999.476
2021-04-09 10:41:51.997808 CEST | MinReturn                   219.779
2021-04-09 10:41:51.998033 CEST | Iteration                    14
2021-04-09 10:41:51.998217 CEST | AverageDiscountedReturn     529.243
2021-04-09 10:41:51.998398 CEST | AverageReturn               787.915
2021-04-09 10:41:51.998586 CEST | ExplainedVariance             0.54071
2021-04-09 10:41:51.998774 CEST | NumTrajs                      6
2021-04-09 10:41:51.998956 CEST | Entropy                       1.31219
2021-04-09 10:41:51.999139 CEST | Perplexity                    3.71431
2021-04-09 10:41:51.999333 CEST | StdReturn                   260.312
2021-04-09 10:41:51.999513 CEST | MaxReturn                   999.599
2021-04-09 10:41:51.999705 CEST | MinReturn                   239.773
2021-04-09 10:41:51.999890 CEST | Iteration                    14
2021-04-09 10:41:52.000062 CEST | AverageDiscountedReturn     397.037
2021-04-09 10:41:52.000244 CEST | AverageReturn               574.633
2021-04-09 10:41:52.000420 CEST | ExplainedVariance             0.423997
2021-04-09 10:41:52.000590 CEST | NumTrajs                      8
2021-04-09 10:41:52.000768 CEST | Entropy                       1.31219
2021-04-09 10:41:52.000965 CEST | Perplexity                    3.71431
2021-04-09 10:41:52.001174 CEST | StdReturn                   376.651
2021-04-09 10:41:52.001351 CEST | MaxReturn                   999.672
2021-04-09 10:41:52.001536 CEST | MinReturn                     0
2021-04-09 10:41:52.001722 CEST | Iteration                    14
2021-04-09 10:41:52.001913 CEST | AverageDiscountedReturn     336.336
2021-04-09 10:41:52.002065 CEST | AverageReturn               459.731
2021-04-09 10:41:52.002210 CEST | ExplainedVariance             0.546094
2021-04-09 10:41:52.002355 CEST | NumTrajs                      9
2021-04-09 10:41:52.002500 CEST | Entropy                       1.31219
2021-04-09 10:41:52.002644 CEST | Perplexity                    3.71431
2021-04-09 10:41:52.002791 CEST | StdReturn                   330.941
2021-04-09 10:41:52.002937 CEST | MaxReturn                   999.579
2021-04-09 10:41:52.003083 CEST | MinReturn                     9.98036
2021-04-09 10:41:52.003228 CEST | Iteration                    14
2021-04-09 10:41:52.003373 CEST | AverageDiscountedReturn     380.56
2021-04-09 10:41:52.003518 CEST | AverageReturn               532.217
2021-04-09 10:41:52.003663 CEST | ExplainedVariance             0.534367
2021-04-09 10:41:52.003807 CEST | NumTrajs                      8
2021-04-09 10:41:52.003951 CEST | Entropy                       1.31219
2021-04-09 10:41:52.004095 CEST | Perplexity                    3.71431
2021-04-09 10:41:52.004241 CEST | StdReturn                   332.052
2021-04-09 10:41:52.004385 CEST | MaxReturn                   999.614
2021-04-09 10:41:52.004529 CEST | MinReturn                     0
2021-04-09 10:41:52.004675 CEST | Iteration                    14
2021-04-09 10:41:52.004820 CEST | AverageDiscountedReturn     483.84
2021-04-09 10:41:52.004966 CEST | AverageReturn               696.164
2021-04-09 10:41:52.005112 CEST | ExplainedVariance             0.338335
2021-04-09 10:41:52.005257 CEST | NumTrajs                      6
2021-04-09 10:41:52.005401 CEST | Entropy                       1.31219
2021-04-09 10:41:52.005549 CEST | Perplexity                    3.71431
2021-04-09 10:41:52.005695 CEST | StdReturn                   273.626
2021-04-09 10:41:52.005844 CEST | MaxReturn                   999.4
2021-04-09 10:41:52.006008 CEST | MinReturn                   279.827
2021-04-09 10:41:52.006155 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.006302 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.006448 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.006594 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.006741 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.006887 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.007034 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.007180 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.007326 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.007474 CEST | AveragePolicyStd              0.898754
2021-04-09 10:41:52.007620 CEST | Iteration                    15
2021-04-09 10:41:52.007767 CEST | AverageDiscountedReturn     614.937
2021-04-09 10:41:52.007915 CEST | AverageReturn               951.572
2021-04-09 10:41:52.008064 CEST | ExplainedVariance             0.561686
2021-04-09 10:41:52.008211 CEST | NumTrajs                      5
2021-04-09 10:41:52.008359 CEST | Entropy                       1.31163
2021-04-09 10:41:52.008507 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.008654 CEST | StdReturn                    58.8433
2021-04-09 10:41:52.008802 CEST | MaxReturn                   999.781
2021-04-09 10:41:52.008949 CEST | MinReturn                   879.42
2021-04-09 10:41:52.009097 CEST | Iteration                    15
2021-04-09 10:41:52.009244 CEST | AverageDiscountedReturn     504.528
2021-04-09 10:41:52.009390 CEST | AverageReturn               739.624
2021-04-09 10:41:52.009537 CEST | ExplainedVariance             0.395217
2021-04-09 10:41:52.009683 CEST | NumTrajs                      6
2021-04-09 10:41:52.009837 CEST | Entropy                       1.31163
2021-04-09 10:41:52.010035 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.010197 CEST | StdReturn                   280.302
2021-04-09 10:41:52.010361 CEST | MaxReturn                   999.657
2021-04-09 10:41:52.010532 CEST | MinReturn                   269.804
2021-04-09 10:41:52.010697 CEST | Iteration                    15
2021-04-09 10:41:52.010862 CEST | AverageDiscountedReturn     497.232
2021-04-09 10:41:52.011028 CEST | AverageReturn               756.319
2021-04-09 10:41:52.011193 CEST | ExplainedVariance             0.685774
2021-04-09 10:41:52.011360 CEST | NumTrajs                      6
2021-04-09 10:41:52.011527 CEST | Entropy                       1.31163
2021-04-09 10:41:52.011696 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.011863 CEST | StdReturn                   350.058
2021-04-09 10:41:52.012031 CEST | MaxReturn                   999.782
2021-04-09 10:41:52.012197 CEST | MinReturn                     9.98016
2021-04-09 10:41:52.012365 CEST | Iteration                    15
2021-04-09 10:41:52.012532 CEST | AverageDiscountedReturn     515.516
2021-04-09 10:41:52.012701 CEST | AverageReturn               762.966
2021-04-09 10:41:52.012870 CEST | ExplainedVariance             0.706383
2021-04-09 10:41:52.013034 CEST | NumTrajs                      6
2021-04-09 10:41:52.013196 CEST | Entropy                       1.31163
2021-04-09 10:41:52.013362 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.013524 CEST | StdReturn                   280.243
2021-04-09 10:41:52.013691 CEST | MaxReturn                   999.723
2021-04-09 10:41:52.013857 CEST | MinReturn                   269.746
2021-04-09 10:41:52.014048 CEST | Iteration                    15
2021-04-09 10:41:52.014211 CEST | AverageDiscountedReturn     486.592
2021-04-09 10:41:52.014373 CEST | AverageReturn               694.574
2021-04-09 10:41:52.014540 CEST | ExplainedVariance             0.519905
2021-04-09 10:41:52.014711 CEST | NumTrajs                      6
2021-04-09 10:41:52.014873 CEST | Entropy                       1.31163
2021-04-09 10:41:52.015039 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.015201 CEST | StdReturn                   241.733
2021-04-09 10:41:52.015363 CEST | MaxReturn                   999.419
2021-04-09 10:41:52.015530 CEST | MinReturn                   239.854
2021-04-09 10:41:52.015699 CEST | Iteration                    15
2021-04-09 10:41:52.015860 CEST | AverageDiscountedReturn     633.689
2021-04-09 10:41:52.016027 CEST | AverageReturn               999.508
2021-04-09 10:41:52.016188 CEST | ExplainedVariance             0.858084
2021-04-09 10:41:52.016356 CEST | NumTrajs                      4
2021-04-09 10:41:52.016557 CEST | Entropy                       1.31163
2021-04-09 10:41:52.016709 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.016855 CEST | StdReturn                     0.0639267
2021-04-09 10:41:52.017011 CEST | MaxReturn                   999.598
2021-04-09 10:41:52.017185 CEST | MinReturn                   999.438
2021-04-09 10:41:52.017357 CEST | Iteration                    15
2021-04-09 10:41:52.017528 CEST | AverageDiscountedReturn     345.875
2021-04-09 10:41:52.017699 CEST | AverageReturn               532.283
2021-04-09 10:41:52.017884 CEST | ExplainedVariance             0.553062
2021-04-09 10:41:52.018048 CEST | NumTrajs                      8
2021-04-09 10:41:52.018205 CEST | Entropy                       1.31163
2021-04-09 10:41:52.018365 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.018520 CEST | StdReturn                   473.397
2021-04-09 10:41:52.018690 CEST | MaxReturn                   999.772
2021-04-09 10:41:52.018861 CEST | MinReturn                     0
2021-04-09 10:41:52.019033 CEST | Iteration                    15
2021-04-09 10:41:52.019205 CEST | AverageDiscountedReturn     515.949
2021-04-09 10:41:52.019374 CEST | AverageReturn               752.874
2021-04-09 10:41:52.019547 CEST | ExplainedVariance             0.536088
2021-04-09 10:41:52.019733 CEST | NumTrajs                      6
2021-04-09 10:41:52.019906 CEST | Entropy                       1.31163
2021-04-09 10:41:52.020090 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.020300 CEST | StdReturn                   235.675
2021-04-09 10:41:52.020502 CEST | MaxReturn                   999.529
2021-04-09 10:41:52.020699 CEST | MinReturn                   259.813
2021-04-09 10:41:52.020896 CEST | Iteration                    15
2021-04-09 10:41:52.021088 CEST | AverageDiscountedReturn     532.248
2021-04-09 10:41:52.021298 CEST | AverageReturn               803.485
2021-04-09 10:41:52.021489 CEST | ExplainedVariance             0.600085
2021-04-09 10:41:52.021682 CEST | NumTrajs                      5
2021-04-09 10:41:52.021919 CEST | Entropy                       1.31163
2021-04-09 10:41:52.022125 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.022322 CEST | StdReturn                   290.795
2021-04-09 10:41:52.022522 CEST | MaxReturn                   999.577
2021-04-09 10:41:52.022719 CEST | MinReturn                   249.816
2021-04-09 10:41:52.022917 CEST | Iteration                    15
2021-04-09 10:41:52.023111 CEST | AverageDiscountedReturn     584.963
2021-04-09 10:41:52.023305 CEST | AverageReturn               887.633
2021-04-09 10:41:52.023511 CEST | ExplainedVariance             0.806945
2021-04-09 10:41:52.023712 CEST | NumTrajs                      5
2021-04-09 10:41:52.023912 CEST | Entropy                       1.31163
2021-04-09 10:41:52.024106 CEST | Perplexity                    3.71221
2021-04-09 10:41:52.024309 CEST | StdReturn                   153.841
2021-04-09 10:41:52.024512 CEST | MaxReturn                   999.772
2021-04-09 10:41:52.024713 CEST | MinReturn                   609.633
2021-04-09 10:41:52.024908 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.025107 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.025312 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.025504 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.025692 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.025897 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.026102 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.026303 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.026500 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.026701 CEST | AveragePolicyStd              0.898247
2021-04-09 10:41:52.026892 CEST | TransfBits               151440
2021-04-09 10:41:52.027107 CEST | TotalAverageReturn          510.2
2021-04-09 10:41:52.027306 CEST | -----------------------  --------------
2021-04-09 10:41:53.672877 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.673482 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.674699 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.675261 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.676405 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.676922 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.677934 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.678419 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.679555 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.680070 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.681066 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.681567 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.682620 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.683091 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.684271 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.684819 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.686008 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.686562 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:53.687623 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitting baseline...
2021-04-09 10:41:53.688145 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #16 | fitted
2021-04-09 10:41:55.240062 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.240654 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.241549 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.242024 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.243071 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.243577 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.244466 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.244900 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.245854 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.246353 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.247249 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.247688 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
